lat,long
38.86700113430644,-77.08467385676447
38.871607394380334,-77.07591170085699
38.867544654510105,-77.0661897663788
38.888694989587485,-77.1123016094812
38.88101015938194,-77.11113433081074
38.87282359104168,-77.06776495620936
38.85992066623702,-77.09268214777514
38.883303914987145,-77.10337554142623
38.85979112033388,-77.10596619127207
38.852236307037266,-77.06896328440433
38.87833271540876,-77.10418469091978
38.87237010413625,-77.10650075082623
38.84550260879654,-77.10244991985238
38.87880856736568,-77.10043594093493
38.86549750455409,-77.10899996647034
38.86383781581407,-77.0786111525599
38.87938117208329,-77.06962872506487
38.863524302480805,-77.08837519941589
38.84593146412685,-77.07977423491148
38.88816855164019,-77.08746162519292
38.851060121452704,-77.10351123246268
38.87322344014244,-77.10398778847706
38.883084450809065,-77.08812264223913
38.86348874527633,-77.07611455771912
38.84933113654593,-77.08036732136175
38.85196737889035,-77.10381637991922
38.85889675969722,-77.09544547665786
38.85070687217586,-77.06539619788009
38.86807398473462,-77.1036036258615
38.85733120485523,-77.08677258033251
38.889585409586644,-77.09051792629037
38.86010021179489,-77.06879405462905
38.88469360228069,-77.09173070667761
38.86055788206977,-77.09085707040258
38.86058596943663,-77.11028222301938
38.85960574472567,-77.09645676562349
38.88969172402852,-77.1038159207342
38.88445916339763,-77.09104930267479
38.87131199290163,-77.10092728494892
38.881015596241305,-77.0824799819893
38.858817851905435,-77.09809397138633
38.857819912816154,-77.07190602926511
38.85574528629396,-77.08654431640288
38.886446886437156,-77.0830874998052
38.88528838761374,-77.09907155381254
38.882215776943745,-77.08912552268895
38.87470144833105,-77.07670096373053
38.85531630940207,-77.08598311639192
38.854026564406425,-77.0777346992152
38.85555682240045,-77.08352722878477
38.860542937859286,-77.07669259797547
38.85046063024695,-77.09316604066609
38.8824537529423,-77.081383780366
38.877924930680564,-77.08613044242038
38.88646445975898,-77.09173587805299
38.880420450689215,-77.08693170848748
38.86832013943884,-77.08695881162049
38.86346416453529,-77.07052487477885
38.87360190235991,-77.06553653200334
38.87945069521556,-77.08912852949878
38.851558599977096,-77.08897526129606
38.87372186945215,-77.06558464590884
38.86317543443478,-77.10385323528283
38.86808710729599,-77.08885032780863
38.862965427077825,-77.09797671839013
38.86091299440187,-77.10416282265298
38.84872161000569,-77.08720212618182
38.86654216822765,-77.10273823376646
38.870216431491734,-77.10016575604271
38.87856651531236,-77.09875917236019
38.86320626449573,-77.10644209544768
38.87582180356099,-77.10320907589187
38.84834650846099,-77.11205041253193
38.87564655364192,-77.0962987018263
38.84687485980134,-77.08326618471314
38.85076454446589,-77.08845614588307
38.87586254989562,-77.07533687744089
38.852412288583324,-77.10169392146622
38.88674563782863,-77.11072285907773
38.85275096185703,-77.09229165556543
38.86148975054592,-77.09268447656956
38.877389059354954,-77.08758221999183
38.85644654442214,-77.1080694626021
38.85882615985073,-77.10142287702145
38.887915457900455,-77.07454290616379
38.87881020890492,-77.07564946156322
38.89049067266142,-77.07674871003165
38.851161830915665,-77.07924391323698
38.88529606464838,-77.09931857439234
38.866149518962466,-77.08343875559274
38.86153357307577,-77.07323244137281
38.865617644058105,-77.09512478549479
38.87351939562137,-77.10768370173759
38.877038296696654,-77.10574081421795
38.88463137113275,-77.07484995916994
38.87624221360164,-77.06548219869825
38.85231379141285,-77.06670181817236
38.87947873140944,-77.09075527757251
38.88184015835508,-77.06925947622875
38.88665571536036,-77.06953187139895
38.887392522374704,-77.07723500455572
38.87559851317598,-77.09379119475263
38.88166309819833,-77.08407227256485
38.869827157323876,-77.1103096440071
38.860409081398586,-77.06709269507952
38.847071906584155,-77.08685833229234
38.86462832451091,-77.10168989160756
38.88425550045058,-77.09693922868364
38.86869041594003,-77.09826509340766
38.87054005148157,-77.09153595295776
38.88442296075692,-77.09636363791283
38.88690517799036,-77.07416052072747
38.889562605842784,-77.08034680643816
38.87894795606712,-77.09896617177125
38.85459589583369,-77.09256528991716
38.88619574175597,-77.06959551906351
38.87369169298421,-77.09807064442022
38.87110679160561,-77.08012863144535
38.85753441658715,-77.09453037426775
38.863566053466755,-77.06936444470655
38.868769114042514,-77.08050810724808
38.87174462940098,-77.08776010827529
38.86268214755492,-77.0967738254743
38.86958331351807,-77.07282822014871
38.875249620823425,-77.06574158158595
38.85538919298354,-77.09366445894852
38.84993860370417,-77.10218761871987
38.859107244560604,-77.09361209651739
38.86935670573919,-77.10487047144592
38.89012871689401,-77.08375458986497
38.860806567548394,-77.10034541071364
38.87778105976916,-77.09418837078353
38.85512740569589,-77.09866802648973
38.871141646404695,-77.09152205886079
38.869563913458876,-77.0978424225012
38.88942885844421,-77.10743665358551
38.848430937310894,-77.07301134641413
38.85515282856815,-77.08267966459232
38.877658868309354,-77.11201033636405
38.873099895451915,-77.07028151304225
38.852125985590234,-77.07026175573559
38.88516040981348,-77.0957528550188
38.88825687470413,-77.10620457341044
